longitude,latitude,sq,cluster,x,y
139.605821733623,35.3228690849293,5,10,-75098.27300429437,-20685.15592632413
139.517982327565,35.4603439759905,11,10,-59825.31464450667,-28622.845520204963
139.628686087411,35.3403186717469,27,10,-73167.02198326495,-18602.347194697933
139.611427150719,35.4699982939966,28,10,-58777.350640923716,-20138.899035139868
139.598886445974,35.3900748908405,31,10,-67641.23769584252,-21298.05392966933
139.664477385219,35.42908846399,38,10,-63325.327906554565,-15332.12414828092
139.569371292755,35.5035567581828,44,10,-55045.02394038113,-23945.692532084886
139.532489452769,35.3407974824287,54,10,-73091.59250704665,-27346.44137890492
139.495422512466,35.5049090920001,56,10,-54874.534003538545,-30653.57035582808
139.606286453288,35.4461939044196,59,10,-61417.10563483136,-20611.510013003433
139.901985829313,35.3347553200065,60,10,-73801.25021585682,6240.906338348951
139.51074175886,35.414473548813,62,10,-64911.96979874885,-29296.650829440216
139.523795103391,35.5355558418925,74,10,-51483.04266032204,-28069.071237235352
139.626674641168,35.3191416833512,90,10,-75515.92791866697,-18790.087193010382
139.570424910119,35.4335329460391,107,10,-62813.61372924596,-23870.795810820928
139.615464026877,35.3979819557469,110,10,-66767.4944480951,-19790.148495844267
139.60101666867,35.4190050866189,114,10,-64432.25903349463,-21096.996757866866
139.602898204324,35.4021985613252,121,10,-66297.1297240099,-20930.476570382918
139.625845195903,35.3576941465095,131,10,-71238.91687348858,-18856.54482638343
139.600053073039,35.4368415930047,137,10,-62453.31303178053,-21179.83218640088
139.615167695573,35.3971387293738,140,10,-66860.98016075091,-19817.272103568277
139.623411330938,35.3483706072504,146,10,-72272.76870834129,-19079.927771970906
139.572986169644,35.4230480083429,167,10,-63977.40448050201,-23641.30933458805
139.640530468364,35.4939802571303,170,10,-56122.373416509945,-17492.453053883415
139.583396489575,35.4736243959609,181,10,-58368.99804277811,-22681.78354973667
139.540244861072,35.3139635988493,183,10,-76070.54901466006,-26650.284988613956
139.623296375739,35.3757607597675,187,10,-69234.18237108178,-19083.92957032378
139.666441883177,35.4268787769007,202,10,-63570.768023469485,-15154.161432027848
139.546918083947,35.4298680570019,210,10,-63214.25693584047,-26006.284284504425
139.556289207428,35.3953066642513,230,10,-67050.83637651289,-25166.134185254938
139.617979538304,35.3104436237348,235,10,-76479.16840868955,-19582.77227489857
139.506439080415,35.3266045872045,238,10,-74658.59498347994,-29719.600662876997
139.558394845488,35.4629376672608,282,10,-59548.53660136042,-24953.99083554824
139.582497444276,35.4653421948687,291,10,-59287.60569899855,-22765.70627793404
