longitude,latitude,sq,cluster,x,y
140.060915481764,35.6373501695588,2,6,-40210.171149244066,20611.136643846596
140.045165045036,35.6743343361499,4,6,-36110.26880046399,19175.842391807935
140.029189221886,35.7003771410099,17,6,-33224.01994574489,17723.88440678393
139.951235883785,35.347186248183,58,6,-72417.99959525187,10716.379453509506
140.091390689777,35.5121943323321,128,6,-54088.195696591865,23407.53274632449
139.983096180556,35.7387107145212,138,6,-28978.525973236654,13546.223369736717
139.938201262784,35.385147770844,145,6,-68208.0226210882,9527.176983987702
140.042866606641,35.6666402876915,201,6,-36964.30847184779,18969.59868015937
139.954721160982,35.3733469642319,255,6,-69515.44712323416,11029.604568367908
140.135311634154,35.6204085657093,268,6,-42071.556517566554,27354.664674648324
140.002831406946,35.6932431566538,296,6,-34019.919483828824,15340.010401254394
140.102978787515,35.5210185198467,329,6,-53106.434118676465,24455.976928151824
140.081186095774,35.731729841531,332,6,-29735.02559059346,22420.54100712116
140.041648675192,35.4750121727213,336,6,-58223.806098361034,18904.2988777334
140.129568994835,35.633142934325,403,6,-40660.36841768259,26830.212040691767
140.14426401353,35.6300358113496,405,6,-41000.96917945193,28162.241169829154
140.115812430945,35.6848279986242,427,6,-34929.98822823679,25567.78944640615
139.933665990307,35.3630014140851,456,6,-70665.28701836523,9117.641184471759
140.063238792801,35.6331238195179,474,6,-40678.559087809175,20822.64546370436
140.122146978239,35.722604845761,487,6,-30737.248740885872,26128.81527436898
140.149676183115,35.7310504395907,498,6,-29792.586533590686,28616.354594365293
140.15625796445,35.6713035100738,500,6,-36419.14701325493,29233.54542775864
140.067551157845,35.6873397894111,514,6,-34662.81372207729,21198.884860057944
140.097214202576,35.6486932838809,646,6,-38943.5319725154,23895.185303993454
139.991291205428,35.710070195938,648,6,-32154.826650289353,14292.5882722852
140.087709029528,35.7329586903106,655,6,-29597.18278216431,23010.24755305506
139.973816456834,35.7009280755206,661,6,-33171.48053579405,12712.861350757485
139.98042830936,35.7074100346254,675,6,-32451.479223527946,13310.116432092049
140.075965295601,35.6893576075152,698,6,-34437.10329154041,21959.890747509457
140.038391884898,35.6723583398414,723,6,-36330.79081246676,18563.165892461202
140.039417666962,35.6836777859861,727,6,-35074.79249684373,18653.391721927463
140.090357330324,35.664408615806,728,6,-37201.688002104405,23269.71490767613
140.032119849118,35.7479594211504,729,6,-27944.5653588227,17978.39651155815
140.093427661564,35.6890994207156,748,6,-34461.70210564649,23540.43632376492
140.09493356155,35.7050500559348,749,6,-32691.734015779104,23672.01707344677
140.046323322853,35.6868483326501,803,6,-34721.71127365995,19277.684205347086
140.086774440883,35.7239882159855,815,6,-30592.614960130304,22928.27727375476
140.091911889651,35.6636809083849,821,6,-37282.052137362305,23410.669961432286
140.07110174656,35.5188724444457,828,6,-53351.95639510173,21565.39988215689
140.048280756952,35.6712141871019,837,6,-36455.812101004645,19458.64665179085
140.156607397592,35.7341835012874,852,6,-29442.94983414421,29242.20858594582
139.921900471468,35.3848479419284,874,6,-68242.73220463004,8046.291004078069
140.064104431003,35.7310544828364,910,6,-29813.721125349868,20875.522223747474
140.125533425926,35.6560147707075,913,6,-38124.01924901921,26457.16624915747
140.04576797132,35.7406903241444,915,6,-28748.435968938284,19214.491053781527
140.053515297191,35.6535199402356,1027,6,-38417.79659625376,19936.915167477022
140.095904098074,35.7243624496949,1038,6,-30548.92466214439,23754.108646056116
140.162394110875,35.5531306355032,1062,6,-49527.55957509298,29832.881438956418
140.069699338175,35.6584828688794,1076,6,-37863.79697932117,21401.01733870338
139.968445829508,35.7272813394337,1078,6,-30248.46002397919,12222.827569093293
139.960372693705,35.7093932208484,1082,6,-32233.99324819073,11495.067262143924
140.010680068855,35.6795842805892,1146,6,-35534.01184330881,16053.071313620097
140.160164614778,35.6124355947155,1159,6,-42948.89395002276,29608.914660803875
140.107334195836,35.6538695792521,1169,6,-38366.757131397724,24809.98186271774
140.043583192973,35.7331827100593,1189,6,-29581.781041073613,19018.665016235398
139.98715723026,35.7048416029241,1190,6,-32735.4944976829,13919.440191034122
140.107382687871,35.7202345906926,1195,6,-31004.04303031694,24793.82884742419
140.168709075787,35.5534086784741,1235,6,-49494.78315506317,30405.297727279634
140.089312956695,35.653380571208,1245,6,-38425.40760200471,23178.34867214865
140.1236564476,35.6478927853319,1292,6,-39025.591571627185,26289.876605518242
140.099164587201,35.6287866049714,1309,6,-41151.53515049908,24077.769164403126
140.029587084362,35.7208060085496,1320,6,-30957.513129570987,17755.357517911852
140.140225011441,35.7298637415913,1338,6,-29926.958348897286,27761.811340485983
140.163692154799,35.5546338594356,1349,6,-49360.39775167778,29950.00431639877
140.175032396013,35.6717355536751,1358,6,-36365.46665071417,30932.98659173015
139.954470400234,35.708441289697,1367,6,-32340.278071777895,10961.132446424712
140.094469907737,35.6301780131149,1386,6,-40998.309471700806,23652.13593529108
140.064641902619,35.643785057157,1476,6,-39495.48729528533,20946.94376109864
140.025771203296,35.7386368094779,1483,6,-28979.99241156457,17406.248934462903
140.048420508036,35.4791339622105,1495,6,-57765.22319468716,19517.83703465777
139.992514399856,35.7130715900508,1523,6,-31821.665078766644,14402.727342498536
139.967288084891,35.4345404096917,1526,6,-62725.35714583425,12162.272727325406
140.162096649386,35.5566391650504,1560,6,-49138.41236924799,29804.614551331568
140.081590426831,35.6516596759615,1568,6,-38618.120343238115,22479.572616186317
140.046974888464,35.7388793230621,1606,6,-28949.117377656046,19324.09320880909
140.005816294799,35.6899868693181,1607,6,-34380.70931802364,15610.785163187655
140.124983041891,35.7923644043416,1617,6,-22997.09408221068,26362.37198819019
140.147878802294,35.6383552401611,1632,6,-40076.95668733865,28486.696081545353
140.166531048613,35.677163138285,1650,6,-35765.96011596033,30161.340225637592
139.993465925076,35.7265218042459,1708,6,-30329.31982640503,14486.386741162347
140.040805069834,35.7150682456988,1717,6,-31591.98965962464,18771.61177045765
140.008503359166,35.6812224469566,1737,6,-35352.6236547404,15855.71562856128
140.045798443024,35.7183259165342,1760,6,-31229.60768770892,19222.62007596585
140.11677155363,35.7525608504472,1774,6,-27415.243191428483,25632.899525975317
140.087209275377,35.7280446631164,1784,6,-30142.478110547177,22966.45152880449
139.960500774589,35.7158763661507,1792,6,-31514.72075951984,11505.72473310977
140.097254245151,35.6459515916193,1807,6,-39247.69040949037,23899.627835775897
140.066662875217,35.6883117421369,1814,6,-34555.17429240048,21118.23072805842
140.045162848637,35.7194349587926,1821,6,-31106.691576747224,19164.849497105773
140.149663298079,35.6622132876804,1835,6,-37429.579155406915,28639.791570212274
140.169461834302,35.6624288340072,1897,6,-37399.71561516868,30432.230420653847
139.971101836448,35.7004775035889,1905,6,-33221.81619224185,12467.274836281982
140.05431094594,35.7333478966944,1955,6,-29561.321995859034,19989.0303625267
139.932421892139,35.3832117893928,1960,6,-68423.33494676976,9002.340161435608
140.121113161506,35.731604810663,1988,6,-29739.037676194683,26032.357708085194
140.088053554724,35.5100264917935,2043,6,-54329.48107704846,23105.452612145178
139.937684156489,35.4092479975959,2097,6,-65534.469473256264,9477.377700453128
140.076558087354,35.7185188645748,2106,6,-31201.740581857972,22005.527608122182
140.104757093799,35.6459098671134,2125,6,-39250.46957968455,24579.070363174
140.095532398113,35.6257023764442,2134,6,-41494.586839082185,23749.69360169754
140.108013118337,35.4435062626415,2154,6,-61704.287448702846,24936.504816453024
140.122977678755,35.72804696321,2190,6,-30133.26089492161,26202.186320612658
140.056331991427,35.704107397099,2204,6,-32804.93618917419,20179.220056374757
140.080261408436,35.6953742156176,2219,6,-33768.63636595756,22347.041411985698
140.014614529925,35.7037154687269,2252,6,-32856.19035035884,16404.26936031625
140.042988611637,35.7218861089367,2291,6,-30835.176099873148,18967.558535187334
140.021328991936,35.6835406089374,2304,6,-35093.295602719765,17016.151561447154
140.014639673779,35.698130954587,2312,6,-33475.74638617784,16407.688729300044
140.05116019633,35.7333100064277,2325,6,-29566.16304905759,19704.031061324633
139.98790376279,35.715195054238,2375,6,-31586.748876325786,13985.184866552905
140.032963281131,35.6864946264121,2377,6,-34763.49228117429,18068.547450518003
139.986796367194,35.7166392824298,2391,6,-31426.679417426698,13884.739597913434
139.963019112933,35.4293484907938,2400,6,-63301.85268285172,11775.431742115043
140.064596232991,35.6361953997817,2421,6,-40337.505290480796,20944.788324030083
140.079657699625,35.7228694418726,2424,6,-30718.37476826459,22284.751120931218
140.136708790555,35.7247301157872,2449,6,-30497.48926235363,27445.48951858567
140.16843512604,35.6367844026001,2455,6,-40245.078531335574,30348.972614977873
140.109685062346,35.4947264197869,2460,6,-56021.57572343713,25072.38734887198
140.078143656173,35.696937931508,2473,6,-33595.63352523744,22154.951510052782
140.052754682338,35.6614773656863,2479,6,-37535.13924266212,19866.072493724703
140.050715943437,35.6976747018319,2483,6,-33519.73609798914,19672.60134982524
140.136718376365,35.6185418945742,2484,6,-42278.25549886655,27482.733260985882
140.15746623968,35.7999953691582,2510,6,-22141.251028821338,29295.75356472436
139.975414649135,35.6951141409957,2518,6,-33816.28443182632,12858.421376792814
140.06991230062,35.5164803571497,2523,6,-53617.592333301436,21458.154500981676
139.969160267727,35.7065842989097,2574,6,-32544.557732290123,12290.636365942897
140.152572342399,35.7295515568051,2619,6,-29958.029186458327,28878.8829256636
140.031519203342,35.732975970305,2634,6,-29606.988997435197,17927.432238387977
139.98111868296,35.6951399201139,2645,6,-33812.66253208602,13374.634996277118
140.080036914155,35.6625954873783,2649,6,-37405.234852049034,22335.85719539282
139.99586701396,35.6772109085518,2668,6,-35799.638306643814,14712.657678653612
140.089921761028,35.5104484088246,2675,6,-54282.23472295981,23274.79461607622
140.095710199511,35.7015430695416,2691,6,-33080.62132289726,23743.334432986794
139.982623806523,35.7054422067807,2693,6,-32669.495251541026,13509.111530201279
140.167714118164,35.678592471225,2701,6,-35607.02239836659,30267.89332714573
140.175659993457,35.5607589312298,2763,6,-48677.17636952596,31032.639916796907
139.993666442169,35.7413766275676,2776,6,-28681.249752899166,14501.833136364634
140.017462356182,35.7320176713392,2779,6,-29715.783246262,16656.08065790867
140.091874344105,35.5162698537958,2820,6,-53635.9453254831,23450.218356753034
140.035404769465,35.7411879893468,2821,6,-28695.203851159662,18277.035252586003
140.02185492446,35.7530730060574,2853,6,-27379.07962748222,17048.937571765036
140.100666178977,35.731332219575,2859,6,-29774.512468101457,24182.81620605015
140.091174185426,35.6351622547542,2861,6,-40446.13791946601,23352.17940840095
140.085210981607,35.6279750191556,2864,6,-41244.89983520331,22814.14377538701
140.107013518131,35.6502249070047,2867,6,-38771.184806844685,24782.07111043525
139.915686928749,35.3654765161833,2950,6,-70392.2160827592,7483.581081140157
140.137139326377,35.6330004845293,2957,6,-40674.0803207783,27515.91163197683
