longitude,latitude,sq,cluster,x,y
139.681415526273,35.8893944877511,25,2,-12260.677389902994,-13715.204422620163
139.651960086175,35.8461743554188,40,2,-17051.2281450741,-16383.350432036856
139.759756275118,35.9509145242559,67,2,-5443.40631498117,-6637.424291778624
139.633716880526,35.9093420378859,72,2,-10039.827205412555,-18016.942243775098
139.674376932055,35.8503092692855,77,2,-16596.000955914147,-14357.701366054098
139.715476169877,35.8203190303687,82,2,-19928.51795663731,-10649.426936171147
139.797995096795,35.8732168267455,88,2,-14065.601885554846,-3190.9987754460612
139.649771588183,35.8412081818825,92,2,-17601.832534803078,-16582.07017547403
139.63458786751,35.8467766092414,104,2,-16981.362594043836,-17952.44002402614
139.795709760511,35.8833554440911,122,2,-12940.689318247605,-3396.9289215288786
139.698039009015,35.8352328040425,129,2,-18271.875009429175,-12222.740996886485
139.508698423916,36.0653296742855,159,2,7297.002014610451,-29243.243904589206
139.573638779174,36.007694394123,163,2,884.8678046599962,-23410.427652687784
139.625602639145,35.9402372616075,179,2,-6610.575906514656,-18742.025293234386
139.610672117412,35.9475095320883,180,2,-5800.768774447497,-20087.25888981227
139.692519808772,35.8280219699135,184,2,-19071.176857617218,-12722.507120047729
139.603592573063,35.875107288206,211,2,-13832.067182422616,-20744.829029232442
139.744475166182,35.8706462007215,222,2,-14347.732114262413,-8024.041932993227
139.526486635629,36.033894623208,227,2,3804.1060536322184,-27651.861741510875
139.563340045789,35.9770700223126,302,2,-2510.326630484313,-24348.228825786126
139.562826478281,35.9538486004606,304,2,-5086.560522404499,-24401.686608232067
139.523998798723,36.0346519464981,326,2,3888.8395305927843,-27875.789986596843
139.688873449031,36.06511150706,342,2,7233.682215763256,-13013.023423420358
139.779543846533,35.9280708116946,369,2,-7979.007920128293,-4853.773601968878
139.701861453686,35.8534392789029,380,2,-16252.426224741153,-11874.699880123555
139.534707385489,36.0143914703637,399,2,1637.951556418091,-26917.669751359837
139.638990594445,35.9744416784882,433,2,-2818.175314689055,-17526.568016247922
139.714348210495,35.8267954075176,437,2,-19209.874863558915,-10750.474655677092
139.737034693887,35.8249860842799,443,2,-19412.863812684547,-8700.91548726071
139.722178593345,35.826543658451,471,2,-19238.63679832127,-10043.019880615228
139.683217612481,35.9425617803371,473,2,-6362.205447610002,-13543.445451910926
139.768180355603,35.9525177589274,512,2,-5266.072322736494,-5877.364794503543
139.615904694854,35.9117456450579,522,2,-9769.723729094025,-19624.039749694984
139.749893919795,35.969813096496,523,2,-3345.946796919685,-7525.31954928419
139.809773172912,35.9916400383387,564,2,-927.2629159786738,-2124.2826986193395
139.617023848386,35.8590679126835,567,2,-15614.33335040696,-19535.96375638004
139.617900570741,36.0018565886782,568,2,227.44756032479927,-19421.828950117368
139.776538967894,35.9667091440218,576,2,-3692.0493727596477,-5122.428767928996
139.792636817012,35.8711635069599,578,2,-14293.220440283883,-3674.93961102289
139.650178831153,35.9555725503256,581,2,-4913.609225824475,-16521.499369576257
139.65640282195,36.0718187650853,586,2,7982.677536926232,-15936.644489210821
139.620096011966,35.9033750148693,613,2,-10699.24919212889,-19247.7785824951
139.617432362123,35.9148215720888,637,2,-9428.766068333294,-19485.4055211682
139.672587620288,35.8266693158994,643,2,-19218.472740739584,-14523.628936935154
139.641342127677,35.8410189216933,656,2,-17621.368754291907,-17343.588488310004
139.728002069334,35.8270180724999,673,2,-19186.58488194039,-9516.802085577274
139.688476034663,35.8490684497056,680,2,-16735.641431214754,-13084.406013706717
139.727193954939,35.9668884135834,686,2,-3668.443306082394,-9572.961006747495
139.650515691674,35.8655654645007,693,2,-14899.630683275871,-16509.80110119599
139.563125334945,35.9669075852128,703,2,-3637.7727574501187,-24370.71503736035
139.604511549861,35.9445910796782,714,2,-6123.277385408524,-20643.791114670898
139.604479378803,36.0654074359297,722,2,7281.095552035607,-20615.219287398802
139.624398204128,35.9743455482897,724,2,-2826.120158059057,-18842.589932489744
139.6374855045,35.8808215356508,730,2,-13204.75605806103,-17683.13556701308
139.773317935539,35.8976404429708,731,2,-11354.81763954414,-5417.652200485669
139.610127205335,35.8902068261004,740,2,-12158.200689771678,-20150.947252749305
139.762379078865,35.9291103195025,750,2,-7862.6886958996765,-6402.5781189693325
139.830811568187,35.9804418871168,753,2,-2169.92516069673,-227.40503167818554
139.625961139695,35.8369911901582,776,2,-18065.390644825064,-18733.983894289257
139.673504273135,35.9324202388707,781,2,-7485.986544213723,-14421.626075517786
139.62556237739,35.9197110674825,786,2,-8887.88448030129,-18750.503725068138
139.712138243709,35.9472221911867,814,2,-5848.773168893065,-10933.58173387959
139.664265235858,35.8258508353044,824,2,-19308.012146507856,-15275.727024401745
139.812277795402,35.9851770585522,827,2,-1644.3672790131532,-1898.6102892512588
139.701670583226,35.863139432819,844,2,-15176.215843752027,-11890.49088553012
139.793581861199,35.9032898113722,859,2,-10728.976223033853,-3588.1515107975515
139.622206957651,35.8860307693186,870,2,-12623.940986368805,-19061.391935188374
139.70211992167,35.8205685202102,917,2,-19899.303193518426,-11856.244476685959
139.634274440736,35.8751378635178,929,2,-13834.750322326552,-17974.347392038788
139.527057995107,36.041818925371,936,2,4683.138175997417,-27597.60785934196
139.698742594923,35.9645695875787,941,2,-3922.5448433393613,-12139.41255509104
139.655024643168,35.9907326241539,946,2,-1013.4938806141727,-16077.250078551118
139.733856928974,36.0324991979943,971,2,3610.305498560425,-8964.582844453607
139.809511013502,35.8933742918814,981,2,-11829.531472840812,-2150.5807940562913
139.647068795692,35.8706264832576,990,2,-14337.545277848374,-16820.01240713287
139.638453464381,35.8471968394323,993,2,-16935.442450854927,-17603.171988123515
139.714003781554,35.818846971903,998,2,-20091.673789714463,-10782.669239054896
139.657564294793,35.8763509539941,1003,2,-13704.194252141286,-15871.107848143496
139.676833378639,35.8444697052577,1007,2,-17244.230341460556,-14136.859545420813
139.722702651613,36.0672891645147,1017,2,7471.297978556715,-9965.394812672941
139.560696497654,35.9521260179751,1033,2,-5277.141904923134,-24594.36074917768
139.753257488036,35.8333946986639,1034,2,-18481.29247892741,-7234.366328436515
139.649830173837,35.9820207101505,1035,2,-1979.1928050918505,-16547.43026298673
139.528512134137,36.0352082723511,1050,2,3949.2809966802597,-27468.874802854556
139.670852553293,36.069990785751,1067,2,7777.594558885787,-14635.45277298144
139.692251146198,36.0666903085585,1087,2,7408.40268609114,-12708.504542151259
139.714896925863,36.0695182002048,1092,2,7719.43529921677,-10668.218598688838
139.79582501967,35.9209381567173,1122,2,-8771.037941772956,-3384.92182120249
139.598080900924,35.9168354825296,1125,2,-9201.29606691096,-21231.37043307814
139.708296515564,35.8196272011791,1133,2,-20004.46792851761,-11298.269931475088
139.702866455025,35.8662649949717,1142,2,-14829.593554339837,-11782.028775272101
139.700958898377,35.940654875678,1143,2,-6576.086745761335,-11943.11198320585
139.779913303132,35.9025834231264,1182,2,-10806.75898658391,-4821.981652533373
139.667770504185,35.9007861000358,1184,2,-10994.821582756937,-14944.942657133719
139.776055730295,35.8518846406075,1185,2,-16431.37103324663,-5173.482511145088
139.643740838676,35.8766330355216,1244,2,-13670.56621569302,-17119.24085951576
139.613125481832,35.9258544432219,1255,2,-8203.83782882616,-19871.348951311476
139.630379676166,35.9362372798756,1259,2,-7055.268418743741,-18311.95013597453
139.745992038731,35.8771092767365,1267,2,-13630.805620389525,-7886.425216521174
139.641647128229,35.9020213876754,1271,2,-10853.460173222702,-17302.768208954272
139.776320727472,35.9638301190215,1273,2,-4011.4578794678673,-5142.29909720072
139.76919479831,35.8518664466295,1284,2,-16433.004998285323,-5793.183581042285
139.699782859406,35.9447254343069,1330,2,-6124.326207793318,-12048.598967005511
139.62385633008,35.9126860918936,1344,2,-9666.95265122177,-18906.139477831635
139.77243315868,35.9551668831707,1352,2,-4972.407521815039,-5493.541529868644
139.644990084672,35.9324309197083,1364,2,-7480.214043232147,-16994.506301989422
139.609238440324,35.8666893777312,1366,2,-14767.182058441918,-20237.165501982694
139.829667516342,35.9748764095055,1373,2,-2787.3976639038883,-330.59532034776083
139.771403281776,35.96161157275,1376,2,-4257.329086133279,-5585.988467584951
