longitude,latitude,sq,cluster,x,y
139.835879054486,35.8090174536175,19,8,-21188.77259083744,230.0607501034453
139.888484542617,35.7722257075698,20,8,-25269.197221124545,4986.397960965924
139.808194384347,35.7072933038808,35,8,-32474.11025329493,-2274.7392200016366
139.82255910517,35.7657465613762,41,8,-25989.366557321977,-974.2115356961967
139.823250413316,35.822240976145,49,8,-19721.651687197387,-911.0579678108187
139.857633055232,35.7918561194119,55,8,-23092.45384358149,2196.4757468555763
139.880045815642,35.6594520694768,66,8,-37781.00089474954,4229.380127392352
139.829439704275,35.7020671122265,71,8,-33054.20097808959,-352.3444323881075
139.881478944962,35.6607679367696,73,8,-37634.9538152148,4359.065132833294
139.802995686984,35.6969002059937,79,8,-33627.01253285678,-2745.508212949277
139.795460883327,35.7898852527616,80,8,-23310.720462610014,-3423.412554084318
139.797238473552,35.7452628456883,87,8,-28261.35202399036,-3264.5533443604722
139.80498211879,35.772109284314,89,8,-25283.14580343757,-2563.32800580761
139.786433705284,35.7997516292171,93,8,-22215.751003298443,-4238.884204029892
139.789803674399,35.7232624395254,95,8,-30701.870066063013,-3938.0672593599515
139.879496082496,35.6656724211892,97,8,-37090.928179197945,4179.282751709966
139.83190454845,35.7569881958865,99,8,-26961.102766752243,-129.20566217708955
139.744850111859,35.7615643949568,106,8,-26449.793798451778,-8001.120504902088
139.805978061428,35.6624973273206,108,8,-37443.81540296227,-2476.6709507965056
139.767368111487,35.8266927087915,127,8,-19225.79441441642,-5960.058116141589
139.791821934318,35.7816957494209,149,8,-24219.16303656809,-3752.7338048208267
139.779995206379,35.7711880108984,158,8,-25384.413846109528,-4822.533998253736
139.746528860035,35.7585669669513,171,8,-26782.474670251366,-7849.613610549747
139.792106745359,35.7112271597228,174,8,-32037.186260400806,-3730.2725154149402
139.782235102526,35.730801804387,190,8,-29865.101172327064,-4622.349821106164
139.901651877455,35.735807758746,191,8,-29308.777608375065,6179.714126368476
139.776559222642,35.7004055168678,195,8,-33237.06389460666,-5137.7410622289735
139.774237354483,35.6548591855009,196,8,-38289.93917850265,-5350.8968587473155
139.879610787788,35.7783966762247,200,8,-24584.981900002807,4183.769953953064
139.823624904505,35.8554136182511,208,8,-16041.318961582147,-876.8551033651203
139.920253361737,35.6411124473626,219,8,-39813.15077931853,7871.598559604685
139.811711321959,35.7253159742649,231,8,-30474.703097395133,-1956.0628315531103
139.839146774443,35.7507656984213,236,8,-27651.432834162842,525.7530324817416
139.777059394188,35.6547026825139,239,8,-38307.45181734674,-5095.382729540547
139.88816855665,35.744653676533,240,8,-28328.149493803736,4959.539434778339
139.788800752626,35.7325425024075,242,8,-29672.272451227996,-4028.3329191355374
139.792087008664,35.7250289247205,258,8,-30505.980464949273,-3731.4148200647546
139.917305669551,35.7194863384067,271,8,-31118.424302565865,7597.21872278764
139.926637358519,35.7550758299306,278,8,-27169.253624356817,8437.728211649228
139.875688108089,35.7312860140861,287,8,-29811.758210098837,3831.392884203941
139.774394415698,35.6758721985892,298,8,-35958.727624520194,-5335.277413902195
139.873520293672,35.7586498174271,301,8,-26776.012973955832,3634.0495079113402
139.889118978243,35.6927694206169,309,8,-34084.28130801674,5048.771687696929
139.80627588548,35.7977126552223,310,8,-22442.640355921816,-2445.569847458383
139.856344080427,35.6621750193457,318,8,-37479.67357809888,2083.338008981976
139.782898221223,35.8445804951349,322,8,-17242.07048827596,-4555.866191505386
139.895605464124,35.7877822956073,327,8,-23542.9037441588,5629.126682639802
139.786270411873,35.7165229443434,335,8,-31449.420535707846,-4258.075153931641
139.883507285631,35.7328724377507,341,8,-29635.422138202004,4538.6220298038525
